"Mouse_ID","Sex","Longitude","Latitude","Year","farm","Status","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Aspiculuris_Syphacia","Hymenolepis","Taenia","Trichuris","Heterakis","Mastophorus","Body_weight","Body_length","Tail_length","Capture","delta_ct_ilwe_MminusE","delta_ct_cewe_MminusE","eimeriaSpecies","UsedForMap","UsedForEimeriaRes","UsedForPinwormsRes","UsedForEimeriaImpactHealth","UsedForPinwormsImpactHealth"
"AA_0047","M",13.676085,52.497666,2016,66,"adult","d","m","m","m","m","m","m","m","dm","dd","dm","dm","dm","mm",14,0.65,4,0,0,0,0,0,18.3,78,83,"2016-09-23",-6.64,-9.3,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0048","F",13.676085,52.497666,2016,66,"adult","d",NA,"mm","mm","mm","mm","mm","mm","mm","dm","dd","dd","dm","mm",13,0.72,1,0,0,0,0,0,19.825,88,92,"2016-09-23",-10.2533333333,-9.5633333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0049","M",13.676085,52.497666,2016,66,"adult","d","m","m","m","m","m","m","m","mm","dm","dm","mm","mm","mm",14,0.85,4,0,0,0,3,0,18.53,83,79,"2016-09-23",-10.5766666667,-10.4533333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0050","M",13.676085,52.497666,2016,66,"adult","d","m","m","m","m","m","m","m","dm","dd","dm","mm","dm","mm",14,0.7,15,0,0,0,0,0,17.634,82,78,"2016-09-23",-11.0466666667,-10.22,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0051","F",13.9289,52.5028,2016,104,"adult","d",NA,"mm","mm","mm","dd","mm","mm","mm","mm","dm","mm","dd","mm",13,0.76,8,0,0,0,0,0,14.226,76,69,"2016-09-23",-9.56,-9.6133333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0052","M",13.9289,52.5028,2016,104,"adult","d","m",NA,"m","d","d","d","m","mm","mm","dm","mm","dm","dd",13,0.578947368,4,0,0,0,0,0,17.039,83,79,"2016-09-23",-9.9466666667,-10.19,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0053","F",13.9289,52.5028,2016,104,"adult","d",NA,"mm","mm","dd","dd","mm",NA,"mm","dd","dm","mm","dm","mm",12,0.608695652,338,0,1,0,12,0,20.184,85,78,"2016-09-23",-8.7433333333,-0.27,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0054","F",13.9289,52.5028,2016,104,"adult",NA,NA,"mm","mm","dd","dd","mm","mm","mm","mm","dd","mm","dm","mm",12,0.708333333,26,0,0,0,8,0,13.833,69,72,"2016-09-23",-1.5566666667,-7.1366666667,"E_vermiformis","yes","yes","yes","yes","yes"
"AA_0055","M",13.3064,52.91,2016,20,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,0,0,0,0,0,0,15.181,80,89,"2016-09-23",-8.6033333333,-9.0233333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0056","F",13.3064,52.91,2016,20,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","mm","dd",13,0.08,8,0,0,0,0,0,8.751,62,80,"2016-09-23",-8.0766666667,-9.2466666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0057","M",13.3064,52.91,2016,20,"adult","d","d","d","d",NA,"d","d","d","dd","dd","dd","dd","dd","dd",13,0,0,0,0,0,0,0,11.477,76,85,"2016-09-23",-9.0333333333,-9.2533333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0058","F",14.1158,52.8431,2016,127,"adult",NA,NA,"mm","mm","mm","dd","mm","mm","mm","mm","mm","mm","mm","mm",12,0.916666667,0,0,0,0,0,0,22.044,100,87,"2016-09-23",-8.8166666667,-8.9033333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0059","M",14.1158,52.8431,2016,127,"adult","d","m","m","m","m","m","m","m","mm","mm","mm","mm","dm","dm",14,0.85,0,0,0,0,0,0,17.826,88,86,"2016-09-23",-8.89,-10.0066666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0060","F",14.1158,52.8431,2016,127,"adult","d",NA,"mm","mm","mm","dm","mm","mm","dd","mm","mm","mm","mm","mm",13,0.84,0,0,0,0,0,0,26.264,94,82,"2016-09-23",-9.34,-8.5633333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0061","M",13.599425,52.273117,2016,54,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,15,0,0,0,0,0,11.937,72,80,"2016-09-23",-9.6,-8.8866666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0062","F",13.599425,52.273117,2016,54,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dm","dd","dd","dd",13,0.04,44,0,0,0,0,0,17.289,87,92,"2016-09-23",-8.3666666667,-8.0066666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0063","M",13.84,52.2678,2016,94,"adult","d","m","d","d","d","d","d","d","dd","dd","dd","dd","dm","dd",14,0.1,5,0,0,0,0,0,9.764,65,74,"2016-09-23",-8.7966666667,-7.97,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0064","F",13.4642,52.4164,2016,42,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dm","dd","dm","dd","dd",13,0.08,1,0,0,0,0,0,16.199,73,88,"2016-09-24",-11.11,-2.13,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0065","M",13.4642,52.4164,2016,42,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,0,0,0,0,0,0,14,75,81,"2016-09-24",-9.0133333333,-2.2166666667,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0066","F",13.4642,52.4164,2016,42,"adult","d",NA,"dd","dd","dd","dd","dd","dd","mm","dd","dd","dd","dm","dd",13,0.12,0,0,0,0,0,0,19.447,87,89,"2016-09-24",-10.47,-2.58,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0067","M",13.4642,52.4164,2016,42,"adult","d","d","d","d","d","d","d","d","dd","dm","dd","dm","dd","dd",14,0.1,1,0,0,0,0,0,18.73,79,86,"2016-09-24",-8.52,-3.5933333333,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0068","F",13.4642,52.4164,2016,42,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dm","dd","dd",13,0.04,0,0,0,0,0,0,16.799,83,89,"2016-09-24",-4.16,-1.15,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0069","M",13.4642,52.4164,2016,42,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,1,0,0,0,0,0,14.252,78,87,"2016-09-24",-17.67,-3.84,"E_falciformis","yes","yes","yes","yes","yes"
"AA_0070","F",13.4642,52.4164,2016,42,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,9,0,0,0,0,0,13.956,72,85,"2016-09-24",-3.57,-3.94,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0071","F",13.6,52.8425,2016,61,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dm","dd","dd","dd","dd",13,0.04,0,0,0,0,0,0,13.654,78,88,"2016-09-24",-8.7466666667,-7.7,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0072","F",13.3047,52.9936,2016,18,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,0,0,0,0,0,0,15.107,75,82,"2016-09-24",-8.16,-7.3366666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0073","F",13.3047,52.9936,2016,18,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,1,0,0,0,0,0,18.033,85,79,"2016-09-24",-9.0333333333,-7.1533333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0074","F",13.3047,52.9936,2016,18,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,17,0,0,0,0,0,19.747,86,88,"2016-09-24",-10.9766666667,-10.63,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0075","F",13.3047,52.9936,2016,18,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,9,0,0,0,0,0,17.084,84,81,"2016-09-24",-10.9066666667,-10.14,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0076","M",13.7072,52.2422,2016,68,"adult","d","m","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0.05,2,0,0,0,0,15,21.853,86,86,"2016-09-24",-11.2866666667,-7.6033333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0077","F",13.5883,52.2156,2016,51,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,0,0,0,0,0,0,25.724,92,90,"2016-09-24",-11.7466666667,-9.7933333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0078","F",13.5883,52.2156,2016,51,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,26,0,0,0,0,0,14.418,74,73,"2016-09-24",-11.3166666667,-10.6433333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0079","M",13.84,52.2678,2016,94,"adult","d","m","d","d","d","d","d","d","dd","dd","dd","dd","dm","dd",14,0.1,3,0,0,0,0,0,14.533,75,83,"2016-09-24",-11.0633333333,2.9,"E_falciformis","yes","yes","yes","yes","yes"
"AA_0080","F",13.84,52.2678,2016,94,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,3,0,0,0,0,0,12.512,72,80,"2016-09-24",4.75,0.420000000000002,"E_ferrisi_cecum_E_vermiformis_ileum","yes","yes","yes","yes","yes"
"AA_0081","M",13.84,52.2678,2016,94,"adult","d","m","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0.05,1,0,0,0,0,0,18.354,86,91,"2016-09-24",-10.6933333333,-6.8133333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0082","F",13.84,52.2678,2016,94,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,1,0,0,0,0,0,12.015,72,81,"2016-09-24",-10.59,-0.3533333333,"E_falciformis","yes","yes","yes","yes","yes"
"AA_0083","F",13.676085,52.497666,2016,66,"adult","d",NA,"mm","mm",NA,"mm","mm","mm","mm","dm","mm","mm","mm","mm",12,0.913043478,4,0,0,0,0,0,17.938,85,79,"2016-09-24",-10.9066666667,-8.2633333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0084","M",13.676085,52.497666,2016,66,"adult","d",NA,NA,NA,NA,"m","m","m","dd","dd","dm","dm","dm","mm",10,0.5,3,0,0,0,0,0,20.04,82,82,"2016-09-24",-11.2866666667,-9.7366666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0085","F",13.676085,52.497666,2016,66,"adult","d",NA,"mm","mm","mm","mm","mm","mm","dm","dm","dd","mm","mm","mm",13,0.8,0,0,0,0,0,0,28.266,91,92,"2016-09-24",-11,-9.7166666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0086","M",13.676085,52.497666,2016,66,"adult","d",NA,NA,"d",NA,"d","d","d","dd","dd","dd","dd","dd","mm",11,0.117647059,10,0,0,0,0,0,16.173,75,93,"2016-09-24",-11.4333333333,-9.77,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0087","F",13.676085,52.497666,2016,66,"adult","d",NA,"mm","mm",NA,"mm","mm","mm","dm","dm","dm","mm","dm","mm",12,0.782608696,1,0,0,0,0,0,15.419,81,75,"2016-09-24",-10.7333333333,-10.6266666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0088","M",13.84,52.2678,2016,94,"adult","d","m","d","d","d","d","d","d","mm","dd","dd","dd","dm","dd",14,0.2,19,0,0,0,0,0,12.439,73,81,"2016-09-24",-5.42,-2.34,"E_falciformis","yes","yes","yes","yes","yes"
"AA_0089","F",13.84,52.2678,2016,94,"adult","d",NA,NA,"dd",NA,"dd","dd","dd","dd","dd","dd","dd","dm","dd",11,0.047619048,0,0,0,0,0,0,10.819,68,71,"2016-09-24",-11.2,-10.37,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0090","M",13.7072,52.2422,2016,68,"adult","d",NA,NA,NA,NA,"d",NA,NA,"dd","dd","dd","dd","dd","dd",8,0,3,0,0,0,0,0,11.176,75,76,"2016-09-25",-11.1733333333,-9.5333333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0091","F",13.5544,52.7881,2016,49,"adult","d",NA,NA,NA,NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd",10,0,32,0,0,0,0,0,11.599,68,73,"2016-09-25",-9.9966666667,-9.8533333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0092","M",13.5544,52.7881,2016,49,"adult",NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd","dd","dd",6,0,22,0,0,0,0,0,16.711,77,79,"2016-09-25",-10.7966666667,-8.9033333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0093","M",13.3047,52.9936,2016,18,"adult",NA,"m","d",NA,NA,NA,"d","d","dd","dd","dd","dd","dd","dd",10,0.0625,3,0,0,0,0,0,16.258,81,85,"2016-09-25",-10.33,-9.4833333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0094","F",13.3047,52.9936,2016,18,"adult","m",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0.04,8,0,0,0,0,0,16.76,81,83,"2016-09-25",-10.5266666667,0.9433333333,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0095","M",13.3047,52.9936,2016,18,"adult","d","m","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0.05,0,0,0,0,0,0,12.15,69,76,"2016-09-25",-10.6333333333,-5.8366666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0096","F",13.0439,51.93,2016,6,"adult",NA,NA,NA,NA,NA,NA,NA,NA,"dd","dd","dd","dd","dd","dd",6,0,10,0,0,0,0,0,20.254,85,80,"2016-09-25",-11.2333333333,-9.7066666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0097","M",13.64,52.716944,2016,59,"adult","d",NA,"d","d",NA,"d","d","d","dd","dm","dd","dd","dd","dd",12,0.055555556,0,0,0,0,0,0,10.515,71,61,"2016-09-25",-10.96,-9.9,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0098","M",13.64,52.716944,2016,59,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,3,0,0,0,0,0,15.579,80,81,"2016-09-25",-11.0333333333,-10.4333333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0099","M",13.0819,52.0311,2016,8,"adult","d",NA,"m",NA,NA,"d","d","d","mm","dd","dd","dd","dd","mm",11,0.294117647,0,0,0,81,0,0,17.583,78,84,"2016-09-25",-10.2733333333,-9.8933333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0100","F",13.4639,51.8625,2016,41,"adult","d",NA,"dd","dd",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd",12,0,7,0,0,0,0,0,5.823,59,66,"2016-09-25",NA,1.96,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0101","M",13.4639,51.8625,2016,41,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,1,0,0,0,0,0,16.541,84,91,"2016-09-25",-10.8366666667,-9.5466666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0102","M",13.1953,51.9097,2016,14,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,0,0,0,0,0,0,14.945,77,78,"2016-09-25",-10.7933333333,-10.2866666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0103","F",13.7336,52.9783,2016,71,"adult","m",NA,"mm","mm",NA,"dm","mm","mm","mm","mm","mm","mm","mm","dm",12,0.913043478,172,0,0,0,9,0,17.78,86,76,"2016-09-25",-11.2466666667,-9.9,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0104","M",13.7336,52.9783,2016,71,"adult","m","m","m","m",NA,"m","m","m","mm","mm","mm","mm","dm","mm",13,0.947368421,73,0,0,2,0,0,20.586,91,84,"2016-09-25",-11.0333333333,-10.5866666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0105","F",13.7336,52.9783,2016,71,"adult","m",NA,"mm","mm",NA,"dm","dm","mm","mm","mm","mm","mm","dm","mm",12,0.869565217,2,0,0,0,0,0,15.274,82,72,"2016-09-25",-9.115,-9.7033333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0106","M",13.7336,52.9783,2016,71,"adult","d","m","m","m",NA,"m","d","m","mm","mm","mm","mm","mm","mm",13,0.894736842,0,0,0,43,0,0,14.14,76,66,"2016-09-25",-8.6266666667,-8.4566666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0107","F",13.7336,52.9783,2016,71,"adult","m",NA,"mm","mm","mm","mm","dm","mm","mm","mm","mm","mm","mm","dd",13,0.88,489,0,0,0,0,0,22.351,84,75,"2016-09-25",-9.8333333333,-8.9333333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0108","M",13.7336,52.9783,2016,71,"adult","m","m","m","m",NA,"d","m","m","mm","mm","mm","mm","mm","dd",13,0.842105263,85,0,0,2,0,0,16.921,82,79,"2016-09-25",-9.7566666667,-8.83,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0109","M",13.7336,52.9783,2016,71,"adult","m","m","m","m",NA,"d","m","m","mm","mm","mm","mm","mm","mm",13,0.947368421,76,0,0,1,0,0,18.13,85,75,"2016-09-25",-9.61,-8.0766666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0110","M",13.676085,52.497666,2016,66,"adult","d","m","m","m",NA,"m","m","m","dd","dd","dm","dm","dm","mm",13,0.578947368,2,0,0,0,0,0,18.718,83,86,"2016-09-24",-10.25,-8.6366666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0111","F",13.895,52.9581,2016,100,"adult","d",NA,"mm","mm",NA,"dd","mm","mm","mm","mm","mm","mm","mm","mm",12,0.869565217,0,0,0,0,0,0,6.71,68,57,"2016-09-26",1.93,-0.6966666667,"E_ferrisi_cecum_E_vermiformis_ileum","yes","yes","yes","yes","yes"
"AA_0112","M",13.895,52.9581,2016,100,"adult","d","m","m","m",NA,"d","m","m","mm","mm","mm","mm","mm","mm",13,0.894736842,0,0,0,0,0,0,4.11,46,49,"2016-09-26",-5.9333333333,-0.0766666667,"E_falciformis","yes","yes","yes","no","no"
"AA_0113","M",13.84,52.2678,2016,94,"adult","d","m","d","m",NA,"d","d","d","dd","dd","dd","dd","dm","dd",13,0.157894737,28,0,0,0,0,0,9.768,64,76,"2016-09-26",-8.7166666667,-1.45,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0114","F",13.895,52.9581,2016,100,"adult","d",NA,"mm","mm",NA,"dd","mm","mm","mm","mm","mm","mm","dd","mm",12,0.782608696,22,0,1,0,8,0,9.076,64,67,"2016-09-26",-8.6166666667,-5.3933333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0115","M",13.7336,52.9783,2016,71,"adult","m","m","m","m",NA,"d","m","m","mm","mm","mm","mm","mm","mm",13,0.947368421,9,0,0,0,0,0,10.31,70,67,"2016-09-25",-8.51,-8.0266666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0116","M",13.7336,52.9783,2016,71,"adult","d","m","m","m",NA,"d","m","m","mm","mm","mm","mm","mm",NA,12,0.882352941,0,0,0,0,0,0,16.562,79,70,"2016-09-25",NA,NA,"no sp. identified","no","no","yes","no","yes"
"AA_0117","F",13.7336,52.9783,2016,71,"adult","m",NA,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","dd",13,0.92,16,0,0,0,0,0,11.378,65,73,"2016-09-25",-8.76,-8.7266666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0118","F",13.7336,52.9783,2016,71,"adult","m",NA,"mm","mm","mm","dm","dm","mm","mm","mm","mm","mm","mm",NA,12,0.913043478,225,0,0,3,0,0,12.73,83,76,"2016-09-25",-9.7533333333,-9.17,"no sp. identified","no","yes","yes","yes","yes"
"AA_0119","F",13.7336,52.9783,2016,71,"adult","d",NA,"mm","mm","mm","dd","mm","mm","mm","mm","mm","mm","mm",NA,12,0.869565217,3,0,0,0,0,0,13.96,73,73,"2016-09-25",-5.0166666667,-8.5833333333,"no sp. identified","no","yes","yes","yes","yes"
"AA_0120","F",13.895,52.9581,2016,100,"adult","d",NA,"mm","mm",NA,"dd","mm","mm","mm","mm","mm","mm","mm","mm",12,0.869565217,117,0,0,0,26,0,15.73,84,74,"2016-09-26",-8.8766666667,-2.77,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0121","F",13.895,52.9581,2016,100,"adult",NA,NA,NA,NA,NA,"dd","mm","mm","mm","mm","mm","mm","mm","mm",9,0.888888889,51,0,0,0,0,0,21.55,94,71,"2016-09-26",-9.6466666667,-3.1266666667,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0122","F",13.7336,52.9783,2016,71,"adult","m",NA,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm",NA,12,1,116,0,0,0,0,0,11.23,71,72,"2016-09-25",-9.89,-9.24,"no sp. identified","no","yes","yes","yes","yes"
"AA_0123","F",13.3047,52.9936,2016,18,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,2,0,0,0,0,0,16.351,80,81,"2016-09-26",-9.5066666667,-8.6866666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0124","F",13.3047,52.9936,2016,18,"adult","d",NA,"dm","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0.04,7,0,0,0,0,0,8.381,63,66,"2016-09-25",-9.72,-9.2133333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0125","F",13.3047,52.9936,2016,18,"adult","m",NA,"dd","dd",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd",12,0.043478261,0,0,0,6,0,0,15.57,72,85,"2016-09-26",-9.8033333333,-7.8933333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0126","F",13.7875,52.7544,2016,83,"adult","d",NA,NA,"mm",NA,"dd",NA,NA,"dd","dd","dd","dd","dd","mm",9,0.235294118,0,0,0,0,0,0,11.784,72,78,"2016-09-26",-9.88,-9.4333333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0127","M",13.2567,53.0322,2016,17,"adult","d","m","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0.05,8,0,0,0,0,0,17.7,88,80,"2016-09-26",-8.9066666667,-9.0333333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0128","M",13.1869,53.0386,2016,13,"adult","d","d","d",NA,"d","d","d","d","dd","dd","dd","dd","dd","dd",13,0,5,0,0,0,0,3,10.008,67,60,"2016-09-26",-8.7733333333,-9.2133333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0129","F",13.2567,53.0322,2016,17,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd",NA,"dd","dd",12,0,80,0,0,0,0,0,21.588,86,89,"2016-09-26",-8.88,-9.53,"no sp. identified","no","yes","yes","yes","yes"
"AA_0130","F",13.5878,52.1583,2016,50,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,0,0,0,0,0,0,12.38,72,75,"2016-09-26",-9.4,-8.5466666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0131","M",13.5878,52.1583,2016,50,"adult","d",NA,"d","d",NA,"d","d",NA,"dd","dd","dd","dd","dd","dd",11,0,0,0,0,0,0,0,10.634,65,70,"2016-09-26",-9.21,-9.18,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0132","M",13.5878,52.1583,2016,50,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",14,0,0,0,0,0,0,0,20.25,85,86,"2016-09-26",-8.7666666667,-8.97,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0133","M",13.6086,52.1303,2016,57,"adult","d","d","d","d",NA,"d","d","d","dd","dd","dd","dd","dd","dd",13,0,1,0,0,0,0,0,17.374,87,89,"2016-09-26",-9.04,-9.3033333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0134","F",13.5878,52.1583,2016,50,"adult","d",NA,"dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd","dd",13,0,0,0,0,0,0,0,19.85,82,75,"2016-09-26",-9.05,-9.1433333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0135","M",13.5878,52.1583,2016,50,"adult","d",NA,NA,"d","d","d","d","d","dd","dd","dd","dd","dd","dd",12,0,0,0,0,1,0,0,17.561,82,84,"2016-09-26",-8.5933333333,-8.84,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0136","M",13.7875,52.7544,2016,83,"adult","d","d","d","d","d","d","d","d","dd","dd","dd","dd","mm","dd",14,0.1,0,0,0,0,0,0,6.063,59,57,"2016-09-26",-8.5066666667,-8.6933333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0137","F",13.7875,52.7544,2016,83,"adult","d",NA,"dd","dd",NA,"dd","dd","dd","dd","dd","dd","dd","dm","mm",12,0.130434783,0,0,0,0,0,0,17.73,80,84,"2016-09-26",-9.17,-8.59,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0138","F",14.1167,52.4206,2016,129,"adult","d",NA,"mm","mm","mm","dm","mm","mm","mm","mm","mm","mm","mm","dd",13,0.84,55,0,0,0,0,0,17.62,90,79,"2016-09-27",-9.15,-8.21,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0139","M",14.0403,52.4317,2016,116,"adult","d","m","m","d","m","d","m","m","mm","mm","mm","mm","mm","mm",14,0.85,0,0,0,0,0,0,9.8,64,56,"2016-09-27",2.6066666667,-1.9033333333,"E_ferrisi","yes","yes","yes","yes","yes"
"AA_0140","F",13.7731,53.1164,2016,79,"adult","d",NA,"mm","dd","mm","dd","mm","mm","mm","mm","mm","mm","mm","mm",13,0.8,78,0,0,0,0,0,19.01,84,77,"2016-09-27",-2.59,4.39,"E_vermiformis","yes","yes","yes","yes","yes"
"AA_0141","M",13.7731,53.1164,2016,79,"adult",NA,"m",NA,"m","d","d",NA,NA,"mm","mm","mm","mm","mm","mm",10,0.875,0,0,0,0,0,0,12.47,74,72,"2016-09-27",-9.2533333333,-8.7066666667,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0142","F",13.7731,53.1164,2016,79,"adult","d",NA,"mm","mm",NA,"dd","mm","mm","mm","mm","mm","mm","dd","mm",12,0.782608696,180,0,0,0,0,0,16.152,82,78,"2016-09-27",-9.3133333333,-8.5433333333,"no sp. identified","yes","yes","yes","yes","yes"
"AA_0143","M",13.5544,52.7881,2016,49,"adult",NA,"d","d","d","d","d","d","d","dd","dd","dd","dd","dd","dd",13,0,13,0,0,0,0,0,11.986,NA,NA,"2016-09-27",-9.4133333333,-6.5333333333,"no sp. identified","yes","yes","yes","no","no"
"AA_0144","F",14.0828,52.7,2016,125,"adult","d",NA,"mm","mm",NA,"mm","mm","mm","mm","mm","mm","mm","dd","mm",12,0.869565217,38,1,0,1,0,0,15.83,82,72,"2016-09-27",-8.48,-9.25,"no sp. identified","yes","yes","yes","yes","yes"
